mssubclass,lotfrontage,lotarea,street,lotshape,utilities,landslope,overallqual,overallcond,yearbuilt,yearremod/add,masvnrarea,exterqual,extercond,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heatingqc,centralair,1stflrsf,2ndflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garageyrblt,garagefinish,garagecars,garagearea,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,miscval,mosold,yrsold,saleprice,garagetype_2Types,garagetype_Attchd,garagetype_Basment,garagetype_BuiltIn,garagetype_CarPort,garagetype_Detchd,garagetype_NA,masvnrtype_BrkCmn,masvnrtype_BrkFace,masvnrtype_CBlock,masvnrtype_NA,masvnrtype_None,masvnrtype_Stone,mszoning_A (agr),mszoning_C (all),mszoning_FV,mszoning_I (all),mszoning_RH,mszoning_RL,mszoning_RM,heating_Floor,heating_GasA,heating_GasW,heating_Grav,heating_OthW,heating_Wall,landcontour_Bnk,landcontour_HLS,landcontour_Low,landcontour_Lvl,lotconfig_Corner,lotconfig_CulDSac,lotconfig_FR2,lotconfig_FR3,lotconfig_Inside,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition1_Artery,condition1_Feedr,condition1_Norm,condition1_PosA,condition1_PosN,condition1_RRAe,condition1_RRAn,condition1_RRNe,condition1_RRNn,condition2_Artery,condition2_Feedr,condition2_Norm,condition2_PosA,condition2_PosN,condition2_RRAe,condition2_RRAn,condition2_RRNn,bldgtype_1Fam,bldgtype_2fmCon,bldgtype_Duplex,bldgtype_Twnhs,bldgtype_TwnhsE,housestyle_1.5Fin,housestyle_1.5Unf,housestyle_1Story,housestyle_2.5Fin,housestyle_2.5Unf,housestyle_2Story,housestyle_SFoyer,housestyle_SLvl,roofstyle_Flat,roofstyle_Gable,roofstyle_Gambrel,roofstyle_Hip,roofstyle_Mansard,roofstyle_Shed,roofmatl_ClyTile,roofmatl_CompShg,roofmatl_Membran,roofmatl_Metal,roofmatl_Roll,roofmatl_Tar&Grv,roofmatl_WdShake,roofmatl_WdShngl,exterior1st_AsbShng,exterior1st_AsphShn,exterior1st_BrkComm,exterior1st_BrkFace,exterior1st_CBlock,exterior1st_CemntBd,exterior1st_HdBoard,exterior1st_ImStucc,exterior1st_MetalSd,exterior1st_Plywood,exterior1st_PreCast,exterior1st_Stone,exterior1st_Stucco,exterior1st_VinylSd,exterior1st_Wd Sdng,exterior1st_WdShing,exterior2nd_AsbShng,exterior2nd_AsphShn,exterior2nd_Brk Cmn,exterior2nd_BrkFace,exterior2nd_CBlock,exterior2nd_CmentBd,exterior2nd_HdBoard,exterior2nd_ImStucc,exterior2nd_MetalSd,exterior2nd_Other,exterior2nd_Plywood,exterior2nd_PreCast,exterior2nd_Stone,exterior2nd_Stucco,exterior2nd_VinylSd,exterior2nd_Wd Sdng,exterior2nd_Wd Shng,foundation_BrkTil,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,electrical_FuseA,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,electrical_nan,saletype_COD,saletype_CWD,saletype_Con,saletype_ConLD,saletype_ConLI,saletype_ConLw,saletype_New,saletype_Oth,saletype_VWD,saletype_WD 
90,69.0552,11836,2.0,3.0,4.0,3.0,5,5,1970,1970,0.0,3.0,3.0,3.0,3.0,1.0,4.0,149.0,1.0,0.0,1503.0,1652.0,3.0,1.0,1652,0,0,1652,0.0,0.0,2,0,4,2,3.0,8,7.0,0,0.0,1970.0,1.0,3.0,928.0,3.0,3.0,2.0,0,0,0,0,0,0,0,3,2006,146500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,60.0,8382,2.0,4.0,4.0,3.0,4,5,1956,1956,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,832.0,832.0,3.0,1.0,832,505,0,1337,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,1956.0,1.0,1.0,263.0,3.0,3.0,2.0,0,0,0,0,0,0,0,2,2010,108000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,102.0,10192,2.0,3.0,4.0,3.0,7,6,1968,1992,143.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,570.0,570.0,4.0,1.0,1222,698,0,1920,0.0,0.0,3,0,4,1,4.0,8,7.0,1,3.0,1968.0,2.0,2.0,487.0,3.0,3.0,2.0,0,98,0,0,0,0,0,9,2006,170000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
120,69.0552,4426,2.0,4.0,4.0,3.0,6,5,2004,2004,205.0,4.0,3.0,4.0,3.0,2.0,6.0,662.0,1.0,0.0,186.0,848.0,5.0,1.0,848,0,0,848,1.0,0.0,1,0,1,1,4.0,3,7.0,0,0.0,2004.0,2.0,2.0,420.0,3.0,3.0,2.0,140,0,0,0,0,0,0,2,2008,145000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
120,24.0,2280,2.0,4.0,4.0,3.0,7,5,1975,1975,0.0,3.0,3.0,4.0,3.0,1.0,5.0,435.0,2.0,622.0,0.0,1057.0,3.0,1.0,1055,0,0,1055,0.0,1.0,2,0,2,1,3.0,4,7.0,1,2.0,1975.0,2.0,2.0,440.0,3.0,3.0,2.0,0,27,0,0,0,0,0,8,2009,123000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
120,69.0552,2887,2.0,4.0,4.0,3.0,6,5,1996,1997,0.0,3.0,3.0,4.0,3.0,2.0,6.0,1003.0,1.0,0.0,288.0,1291.0,5.0,1.0,1291,0,0,1291,1.0,0.0,1,0,2,1,4.0,6,7.0,1,4.0,1996.0,1.0,2.0,431.0,3.0,3.0,2.0,307,0,0,0,0,0,0,11,2008,173000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30,60.0,8520,2.0,4.0,4.0,3.0,6,8,1928,2003,0.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,624.0,624.0,4.0,1.0,720,0,0,720,0.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,2005.0,1.0,2.0,484.0,3.0,3.0,2.0,106,0,0,0,0,0,0,5,2010,105900,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
180,21.0,1596,2.0,4.0,4.0,3.0,4,5,1973,1973,0.0,3.0,3.0,4.0,3.0,4.0,6.0,462.0,1.0,0.0,0.0,462.0,3.0,1.0,526,462,0,988,1.0,0.0,1,0,2,1,3.0,5,7.0,0,0.0,1973.0,1.0,1.0,297.0,3.0,3.0,2.0,120,101,0,0,0,0,0,11,2009,91000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,78.0,15600,2.0,4.0,4.0,3.0,5,7,1949,2005,0.0,3.0,3.0,3.0,3.0,1.0,4.0,312.0,3.0,507.0,248.0,1067.0,2.0,0.0,986,537,0,1523,1.0,0.0,2,0,3,1,2.0,7,2.0,1,3.0,1949.0,1.0,1.0,295.0,3.0,3.0,2.0,0,0,81,0,0,0,0,10,2009,158000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60,65.0,9313,2.0,3.0,4.0,3.0,7,5,2004,2004,0.0,4.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,864.0,864.0,5.0,1.0,864,864,0,1728,0.0,0.0,2,1,3,1,4.0,7,7.0,0,0.0,2004.0,2.0,2.0,572.0,3.0,3.0,2.0,187,56,0,0,0,0,0,4,2009,190000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
120,22.0,11064,2.0,2.0,4.0,3.0,8,5,1995,1995,0.0,4.0,3.0,4.0,3.0,4.0,2.0,560.0,6.0,670.0,0.0,1230.0,5.0,1.0,1239,0,0,1239,1.0,0.0,1,1,1,1,4.0,4,7.0,1,2.0,1995.0,3.0,2.0,477.0,3.0,3.0,2.0,172,24,0,0,0,0,0,8,2008,217500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,75.0,9000,2.0,4.0,4.0,3.0,5,5,1958,1958,162.0,3.0,3.0,3.0,3.0,1.0,5.0,330.0,1.0,0.0,821.0,1151.0,4.0,1.0,1151,804,0,1955,0.0,0.0,2,0,4,1,3.0,7,7.0,0,0.0,1958.0,3.0,1.0,356.0,3.0,3.0,2.0,0,0,0,0,0,0,0,1,2008,165500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,75.0,12000,2.0,4.0,4.0,3.0,7,7,1941,1950,0.0,3.0,3.0,3.0,3.0,1.0,3.0,275.0,1.0,0.0,429.0,704.0,5.0,1.0,860,704,0,1564,0.0,0.0,1,1,3,1,2.0,7,7.0,1,4.0,1941.0,1.0,1.0,234.0,3.0,3.0,2.0,0,0,0,0,0,0,0,7,2009,174500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
80,62.0,7692,2.0,4.0,4.0,2.0,4,6,1954,1954,0.0,3.0,3.0,5.0,3.0,3.0,1.0,0.0,1.0,0.0,416.0,416.0,4.0,1.0,1204,0,0,1204,0.0,0.0,1,0,3,1,3.0,6,7.0,0,0.0,1954.0,1.0,1.0,312.0,3.0,3.0,2.0,0,0,0,0,0,0,0,11,2008,100000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,81.0,14267,2.0,3.0,4.0,3.0,6,6,1958,1958,108.0,3.0,3.0,3.0,3.0,1.0,5.0,923.0,1.0,0.0,406.0,1329.0,3.0,1.0,1329,0,0,1329,0.0,0.0,1,1,3,1,4.0,6,7.0,0,0.0,1958.0,1.0,1.0,312.0,3.0,3.0,2.0,393,36,0,0,0,0,12500,6,2010,172000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20,75.0,9675,2.0,4.0,4.0,3.0,5,6,1975,1975,0.0,3.0,3.0,3.0,3.0,1.0,4.0,330.0,3.0,432.0,102.0,864.0,3.0,1.0,879,0,0,879,0.0,0.0,1,0,3,1,3.0,5,7.0,0,0.0,1975.0,1.0,2.0,440.0,3.0,3.0,2.0,0,80,0,0,0,0,0,9,2007,120000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
20,60.0,8400,2.0,4.0,4.0,3.0,4,4,1950,1950,0.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,721.0,721.0,4.0,1.0,841,0,0,841,0.0,0.0,1,0,2,1,3.0,4,7.0,0,0.0,1950.0,1.0,1.0,294.0,3.0,3.0,0.0,250,0,24,0,0,0,0,9,2009,82000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,50.0,7500,2.0,4.0,4.0,3.0,6,6,1947,1950,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,784.0,784.0,5.0,1.0,900,412,0,1312,0.0,0.0,1,1,3,1,3.0,6,7.0,0,0.0,1953.0,1.0,2.0,649.0,3.0,3.0,2.0,0,28,0,0,0,0,0,10,2006,127000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,60.0,9600,2.0,4.0,4.0,3.0,6,5,1917,1950,0.0,3.0,3.0,4.0,3.0,1.0,3.0,319.0,1.0,0.0,416.0,735.0,2.0,0.0,1134,924,0,2058,0.0,0.0,1,1,3,1,3.0,8,7.0,1,4.0,1950.0,1.0,2.0,396.0,2.0,2.0,1.0,0,0,259,0,0,0,0,4,2008,129500,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
120,69.0552,5814,2.0,3.0,4.0,3.0,8,5,1984,1984,0.0,4.0,3.0,4.0,3.0,3.0,6.0,1036.0,1.0,0.0,184.0,1220.0,4.0,1.0,1360,0,0,1360,1.0,0.0,1,0,1,1,4.0,4,7.0,1,5.0,1984.0,2.0,2.0,565.0,3.0,3.0,2.0,63,0,0,0,0,0,0,8,2009,187500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20,69.0552,14860,2.0,2.0,4.0,3.0,8,5,2002,2003,240.0,4.0,3.0,5.0,3.0,4.0,6.0,1538.0,1.0,0.0,240.0,1778.0,5.0,1.0,1786,0,0,1786,1.0,0.0,2,0,3,1,4.0,6,7.0,1,4.0,2002.0,2.0,3.0,715.0,3.0,3.0,2.0,182,35,0,0,0,0,0,6,2008,300000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60,69.0552,14803,2.0,3.0,4.0,3.0,6,5,1971,1971,252.0,3.0,3.0,3.0,3.0,1.0,3.0,416.0,1.0,0.0,409.0,825.0,4.0,1.0,1097,896,0,1993,0.0,0.0,2,1,4,1,3.0,8,7.0,1,4.0,1971.0,2.0,2.0,495.0,3.0,3.0,2.0,0,66,0,0,0,0,0,6,2006,190000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50,50.0,7550,2.0,4.0,4.0,3.0,4,5,1920,1950,0.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,951.0,951.0,2.0,0.0,986,376,0,1362,0.0,0.0,2,0,4,1,3.0,7,7.0,0,0.0,1920.0,1.0,1.0,280.0,2.0,3.0,1.0,0,0,0,0,0,0,0,3,2007,96000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
